Question,Answer,Metadata
မျောက်ကျောက်ရာဇဝင်,"၁၉၅၈ ခုနှစ်တွင် ဒိန်းမတ်နိုင်ငံကိုပင်ဟေဂင်မြို့ရှိ ဓာတ်ခွဲခန်းက မျောက်များတွင် ဗိုင်းရပ်စ်ရောဂါပိုးတစ်မျိုးစတင်တွေ့ရှိခဲ့သဖြင့် Monkeypox (မျောက်ကျောက်ရောဂါ)ဟု အမည်ပေးခဲ့ခြင်းဖြစ်သည်။ အဆိုပါ ရှားပါးကူးစက် ရောဂါတစ်မျိုးဖြစ်သော မျောက်ကျောက်ရောဂါသည် အာဖရိကတိုက်ကွန်ဂိုနိုင်ငံ ၎င်းဒေသအလယ်ပိုင်းနှင့် အနောက်ပိုင်းနိုင်ငံရှိ အပူပိုင်းမိုးသစ်တောများတွင် ၁၉၇၀ ပြည့်လွန်နှစ်များက လူများ၌ စတင်ဖြစ်ပွားခဲ့ပြီး ၁၉၉၀ ပြည့်လွန်နှစ်များအတွင်းက ပျောက်ကွယ်သွားသည်။

တစ်ဖန် မျောက်ကျောက်ရောဂါသည် ၂၀၀၀ ပြည့်နှစ် နောက်ပိုင်းတွင် တောင်ဆူဒန်နှင့် အခြားအာဖရိကနိုင်ငံများ၌ ပြန်လည်ပေါ်ထွန်းလာခဲ့သည်။ ၂၀၀၃ ခုနှစ် မေလတွင် အမေရိကန် ပြည်ထောင်စုဝစ္စကိုဆင်ပြည်နယ်မှ ကလေးငယ်တစ်ဦး ခွေးကိုက်ခံရပြီးနောက် ထိုရောဂါကူးစက်ခံခဲ့ရသည်။ အမေရိကန်ပြည်ထောင်စု၌ဖြစ်ပွားခဲ့သော ယင်းကူးစက်ရောဂါသည် ဂါနာနိုင်ငံမှ တင်သွင်းသောကြွက်များကို ရောင်းချသည့် အိမ်မွေးတိရစ္ဆာန်စတိုးဆိုင်မှ စတင်ဖြစ်ပွားသည်ဟုလည်း ဆိုကြသည်။",https://www.moi.gov.mm/article/60584
၂၀၂၂ ခုနှစ်အတွင်း မျောက်ကျောက်ရောဂါ,၂၀၂၂ ခုနှစ်အတွင်း အာဖရိကအလယ်ပိုင်းနှင့် အနောက်ပိုင်းတို့တွင်သာမက ဥရောပ၊ မြောက်အမေရိကနှင့် ကမ္ဘာ့နေရာအနှံ့အပြားတွင် ကူးစက်ပျံ့နှံ့ လာပြီဖြစ်သည်။ မူရင်းတွေ့ရှိခဲ့သော မျောက်ကျောက်ရောဂါသည် ရောဂါပိုးရှိသော လူ သို့မဟုတ် တိရစ္ဆာန် သို့မဟုတ် အရာဝတ္ထုပစ္စည်းများနှင့် အနီးကပ်ထိတွေ့ခြင်း၊ ကိုင်တွယ်ခြင်းဖြင့် ကူးစက်နိုင်သည်။ ထိုကာလများ၌ လူအချင်းချင်းကူးစက်မှုကို အနည်းငယ်သာတွေ့ရှိရ‌သော်လည်း ၂၀၂၂ ခုနှစ် မေလအတွင်းကပ်ရောဂါအသွင် ပျံ့နှံ့လာသည့် မျောက်ကျောက်ရောဂါမှာ အမျိုးသားအချင်းချင်း လိင်တူဆက်ဆံခြင်းမှတစ်ဆင့် ကူးစက်ကြောင်းနှင့် မျောက်ကျောက်ရောဂါ၏ မျိုးဗီဇအပြောင်းအလဲသည် မျှော်မှန်းထားသည်ထက် ၁၂ ဆ ပိုမိုမြန်ဆန်ကြောင်း ကျွမ်းကျင်သူများက သုံးသပ်ထားကြသည်။ အကယ်၍ မွေးကင်းစကလေးငယ်များ၊ ကလေးသူငယ်များနှင့် မူလကိုယ်ခံအားနည်းသူများတွင် အဆိုပါရောဂါပိုး ကူးစက်ခံရပါက ပိုမိုပြင်းထန်သော လက္ခဏာများဖြစ်နိုင်ခြေရှိပြီး ရှားရှားပါးပါးအခြေအနေတွင် သေဆုံးနိုင်ကြောင်း သိရသည်။,https://www.moi.gov.mm/article/60585
"မျောက်ကျောက်ရောဂါ၏ သံသယဖြစ်ဖွယ်ရောဂါလက္ခဏာများ

","မျောက်ကျောက်ရောဂါ၏ ထူးခြားချက်က ပေါင်ခြံ၊ ချိုင်း၊ လည်ပင်း စသည့်နေရာများတွင် အကျိတ်များ ထွက်ပေါ်လာသည်။ ရောဂါလက္ခဏာများမှာ ရေကျောက်ရောဂါနှင့် ဆင်တူသည်။ အပြင်ပန်းအားဖြင့်ကြည့်လျှင် ရေကျောက်နှင့် မျောက်ကျောက်ရောဂါတို့သည် အရည်ကြည်ဖုပေါက်ခြင်းက တူသယောင်ထင်ရသော်လည်း ရေကျောက်ဖုများသည် ပေါက်သည်က ပေါက်၊ ပျောက်သည်က ပျောက်၊ ညှိုးသည်က ညှိုးအမျိုးမျိုးရှိကြသည်။ သို့သော် မျောက်ကျောက်အရည်ကြည်ဖုများက တစ်လုံးနှင့်တစ်လုံး ဘယ်အချိန်ကြည့်ကြည့် အရွယ်တူ၊ ပုံစံတူများသာဖြစ်သည်။

ယင်းအဖုအကွက်များသည် ကိုယ်လုံးပေါ်တွင်ထွက်ခြင်းထက် မျက်နှာ၊ ခြေ၊ လက်တို့ပေါ်တွင် ပိုထွက်တတ်သည်။ နှိုင်းယှဉ်ကြည့်ရာ၌ ရောဂါကူးစက်ခံရသူများ၏ ၉၅ ရာခိုင်နှုန်းက မျက်နှာ၊ ၇၅ ရာခိုင်နှုန်းက လက်ဖဝါး၊ ခြေဖဝါး၊ ၇၀ ရာခိုင်နှုန်းက ပါးစပ် (ခံတွင်း)၊ ၃၀ ရာခိုင်နှုန်းက လိင်အင်္ဂါ၊ ၂၀ ရာခိုင်နှုန်းက မျက်စိပေါ်တွင် ပေါက်တတ်ကြောင်း သိရသည်။ ၎င်းအရည်ကြည်ဖုသည် ဆက်လက်၍ အဝါရောင်အနှစ် ပြည်ဖုများဖြစ်လာပြီးနောက် ခန္ဓာကိုယ်အနှံ့မှ အဖု၊ အရည်ကြည်ဖုများ ပေါင်းစက်သွား ပြီး ရောဂါပျောက်ခါနီးတွင် အရေပြားအနာဖေးများ အလွှာလိုက်ကွာကျသွားသည်။",https://www.moi.gov.mm/article/60586
Mpox ရောဂါလက္ခဏာများ,"Mpox ရောဂါလက္ခဏာများအနေနှင့် ဖျားနာခြင်း ၆၂ ရာခိုင်နှုန်း၊ ပြန်ရည်ကျိတ်ရောင်ရမ်းခြင်း ၅၂ ရာခိုင်နှုန်း၊ ပင်ပန်းနွမ်းနယ်ခြင်း ၄၂ ရာခိုင်နှုန်း၊ ကြွက်သားများနာကျင်ခြင်း ၃၁ ရာခိုင်နှုန်း၊ ခေါင်းကိုက်ခြင်း ၂၇ ရာခိုင်နှုန်း၊ လည်ချောင်းနာခြင်း ၂၁ ရာခိုင်နှုန်းဖြစ်ပေါ်ခံစားရတတ်ကြောင်း သိရသည်။ စအိုနှင့်စအိုဝရောင်ရမ်းမှုကိုလည်း ပျမ်းမျှ လူနာ ၇၅ ဦးလျှင် ၁၄ ရာခိုင်နှုန်း တွေ့ရကြောင်း လေ့လာသိရှိရပါသည်။ ရောဂါပျိုးရက်သည် ရောဂါပိုးစတင်ဝင်ရောက်ပြီး ပျမ်းမျှငါးရက်မှ ၂၁ ရက်အတွင်း အောက်ဖော်ပြပါ ရောဂါလက္ခဏာများ ခံစားရနိုင်ပါသည်။

အထူးသဖြင့် ရောဂါပိုးတွေ့ရှိရာ နိုင်ငံ/ဒေသများမှ လွန်ခဲ့သည့် ၂၁ ရက်အတွင်း ပြန်လည်ဝင်ရောက်လာသူများတွင် တွေ့ရသော ရောဂါလက္ခဏာများမှာ(က) လတ်တလောဖျားနာခြင်း (၃၈ ဒသမ ၅ ဒီဂရီစင်တီဂရိတ်အထက်ရှိသည်)၊ (ခ) ချမ်းတုန်ခြင်း၊ (ဂ) အကျိတ်ထွက်ခြင်း၊ အကျိတ်များရောင်ရမ်းခြင်း၊ ပြန်ရည်ကျိတ်များကြီးခြင်း၊ (ဃ) ခေါင်းကိုက်ခြင်း၊ ကြွက်သားများနာကျင်ခြင်း၊ ကျောအောင့်ခြင်း၊ (င) ခါးကိုက်ခြင်း၊ ခါးနာခြင်း၊ (စ) မောပန်းနွမ်းနယ်ခြင်း၊ နုံးချည့်ခြင်းတို့ဖြစ်ကြသည်။",https://www.moi.gov.mm/article/60587
Mpox သက်သာခြင်း,ဖျားပြီးနောက် တစ်ရက်မှ ငါးရက်ခန့်အကြာ ခန္ဓာကိုယ်၌ အနီစက် သို့မဟုတ် အနီပြင်များဖြစ်ပေါ်ခြင်း၊ အရည်ဖုများ၊ ပြည်ဖုများ စသည်ဖြင့် အဆင့်ဆင့်ဖြစ်ပေါ်ပြီးနောက် အနာများဖြစ်ပေါ်ကာ နောက်ဆုံးတွင် အနာများပျောက်ကင်းသွားပြီး အမာရွတ်အဖြစ် ကျန်ခဲ့နိုင်ပါသည်။ အမေရိကန်ရောဂါထိန်းချုပ်ရေးနှင့် ကာကွယ်ရေးစင်တာ (CDC)၏ အဆိုအရ လူအများစုသည် Mpox ကူးစက်ခံရပြီးနောက် ရက်သတ္တနှစ်ပတ်မှ လေးပတ်အတွင်း ပြန်လည်ကောင်းမွန်လာကြောင်း သိရသည်။ ထို့ပြင် မျောက်ကျောက် ကူးစက်ရောဂါလက္ခဏာများကို လိင်မှတစ်ဆင့် ကူးစက်တတ်သည့်ရောဂါ(STDs)များ၏ ရောဂါလက္ခဏာများနှင့်မှားယွင်းတတ်ရာ Mpox ရောဂါကို စစ်ဆေးဖော်ထုတ်ရန် တစ်ခါတစ်ရံ အလွန်ခက်ခဲကြောင်း CDC က ဆိုပါသည်။ ကူးစက်ခံရသူအများစုမှာ ရောဂါလက္ခဏာ မပြင်းထန်တတ်သော်လည်း ကိုယ်ခံအားနည်းသူများတွင် ရောဂါပြင်းပြင်းထန်ထန်ခံစားရနိုင်သည်။,https://www.moi.gov.mm/article/60588
မျောက်ကျောက်ရောဂါကူးစက်နိုင်ခြေရှိသည့် နည်းလမ်းများ,"မျောက်ကျောက်ရောဂါသည် တိရစ္ဆာန်မှ လူကိုကူးစက်ခြင်း၊ လိင်မှတစ်ဆင့် ကူးစက်ခြင်း၊ အရေပြားမှတစ်ဆင့် ကူးစက်ခြင်းအပြင် ရောဂါရှိသူနှင့် အနီးကပ်စကားပြောခြင်း၊ အနီးကပ်နေထိုင်ခြင်း၊ အနီးကပ်အသက်ရှူခြင်းစသော အသက်ရှူလမ်းကြောင်းဆိုင်ရာ အမှုန်အမွှားနှင့် အရည်များမှတစ်ဆင့်လည်း ကူးစက်တတ်သည်။ ထို့ပြင် ရောဂါပိုးရှိသော တိရစ္ဆာန်မှသော်လည်းကောင်း၊ လူမှသော်လည်းကောင်း ကူးစက်နိုင်သည်။ ထိုဗိုင်းရပ်စ်သည် အာဖရိကရှိ ကိုက်ဖြတ်တတ်သော တိရစ္ဆာန်အမျိုးအစားများဖြစ်ကြသည့် ကြွက်၊ ရှဉ့်၊ ပူးများကြားတွင် ပုံမှန်အားဖြင့် ပျံ့နှံ့တတ်သည်။ တိရစ္ဆာန်မှတစ်ဆင့်လူသို့ကူးစက်နိုင်ခြေကို လျှော့ချနိုင်ရန် တောရိုင်းတိရစ္ဆာန်များနှင့် အကာအကွယ်မရှိဘဲ ထိတွေ့ခြင်းကို ရှောင်ကြဉ်ရမည်။ ရောဂါရှိသော လူ သို့မဟုတ် တိရစ္ဆာန်၏ ပျက်စီးနေသော အရေပြား၊ အသက်ရှူလမ်းကြောင်း သို့မဟုတ် အကျိအချွဲအမြှေးပါးများ (မျက်လုံး၊ နှာခေါင်း၊ ပါးစပ်)မှတစ်ဆင့် ခန္ဓာကိုယ်ထဲသို့ ကူးစက်ဝင်ရောက်နိုင်သည်။

ထို့ပြင် ချုံပုတ်အရွက်များကို ကိုင်တွယ်မိခြင်း၊ ရောဂါကူးစက်ဖြစ်ပွားနေသော လူ သို့မဟုတ် တိရစ္ဆာန်နှင့် အနီးကပ်ထိတွေ့ခြင်း၊ တိရစ္ဆာန်ကိုက်ခံရခြင်း သို့မဟုတ် ခြစ်မိခြင်း၊ ရောဂါဖြစ်နေ သောအနာခွက်များကို ထိတွေ့ကိုင်မိခြင်း၊ ခန္ဓာကိုယ်မှထွက်ရှိသောအရည် (တံတွေး၊ နှာရည်၊ သွေး၊ ချွေး၊ ဆီးနှင့် လိင်အင်္ဂါ ထွက်သောအရည်)၊ အရေပြားပေါ်တွင် အနီအဖုအပိမ့်ထွက်သူများ အသုံးပြုခဲ့သော အဝတ်အထည်၊ အိပ်ရာ၊ စောင် စသည့် အသုံးအဆောင်များမှတစ်ဆင့်လည်း မျောက်ကျောက်ရောဂါ ကူးစက်ပျံ့နှံ့နိုင်ပါသည်။ လိင်တူချစ်သူများနှင့် လိင်တူ၊ လိင်ကွဲ စိတ်ဝင်စားသူများတွင် များသောအားဖြင့် Mpox ရောဂါတွေ့နိုင်သည်။

ထို့ကြောင့် အဆိုပါရောဂါနှင့် အမြင့်ဆုံးကူးစက်ထိတွေ့ခဲ့သူသည် ရက်သတ္တသုံးပတ်ကြာ သီးသန့်ခွဲခြားနေထိုင်ရမည်ဟု ဘယ်လ်ဂျီယံနိုင်ငံနှင့် အင်္ဂလန်ကျန်းမာရေး သုတေသီများက အကြံပြုချက်ထုတ်ပြန်ထားပါသည်။",https://www.moi.gov.mm/article/60589
မျောက်ကျောက်ရောဂါ ကာကွယ်နိုင်မည့် နည်းလမ်းများ,မျောက်ကျောက်ရောဂါသည် ကူးစက်ရောဂါဖြစ်သည့်အတွက် တစ်ကိုယ်ရေသန့်ရှင်းမှုက အထူးအရေးကြီးသည်။ ကိုဗစ်-၁၉ စည်းကမ်းချက်များနှင့်အညီ နေထိုင်တတ်သူများအတွက် မျောက်ကျောက်ရောဂါကို ကာကွယ်ရန် မခဲယဉ်းလှပေ။ (က) Mpox ရောဂါလက္ခဏာ ခံစားနေရသူများနှင့် အနီးကပ်ထိတွေ့ခြင်းကို ရှောင်ကြဉ်ပါ၊ (ခ) လက်ကို ဆပ်ပြာနှင့်ရေ သို့မဟုတ် အယ်လ်ကိုဟော အနည်းဆုံး ၆၀ ရာခိုင်နှုန်းပါဝင်သော ရေမလိုလက်သန့်စင်ဆေးရည် အသုံးပြု၍ စနစ်တကျဆေးကြောပါ၊ (ဂ) ပါးစပ်နှင့် နှာခေါင်းစည်း (Mask)ကို စနစ်တကျတပ်ဆင်ပါ၊ (ဃ) တစ်ဦးနှင့်တစ်ဦး ခပ်ခွာခွာနေပါ၊ (င)နှာချေ၊ ချောင်းဆိုးသည့်အခါ လက်ကိုင်ပဝါ သို့မဟုတ် တံတောင်ကွေးဖြင့် လုံခြုံစွာဖုံးအုပ်ပါ၊ (စ) အစားစိမ်းများကို ကျက်အောင်ချက်စားပါ၊ (ဆ) တောရိုင်းတိရစ္ဆာန်များကို အကာအကွယ်မပါဘဲ မထိတွေ့ပါနှင့် ၊ (ဇ)လက်မဆေးဘဲ ပါးစပ်၊ နှာခေါင်းနှင့်မျက်လုံးများကို ကိုင်တွယ်ခြင်းမပြုပါရ၊ (ဈ) လူအများသုံး သန့်စင်ခန်း၊ တံခါးလက်ကိုင်၊ လှေကားအတက်အဆင်း လက်ရန်းများ၊ ဘတ်စ်ယာဉ်ထိုင်ခုံ စသည့် ထိတွေ့မှုများကို အထူးဂရုစိုက်သင့်ပြီး အိမ်ပြန်ရောက်ရောက်ချင်း ရေချိုးသန့်စင်ပါ၊ (ည)တစ်ကိုယ်ရေသန့်ရှင်းရေးနှင့် ပတ်ဝန်းကျင်သန့်ရှင်းရေး ကောင်းမွန်စေရန်ဆောင်ရွက်ပါ။,https://www.moi.gov.mm/article/60590
မျောက်ကျောက်ရောဂါ vaccine,မျောက်ကျောက်ရောဂါနှင့်ပတ်သက်၍ နိုင်ငံအများစု၌ ကျန်းမာရေးဝန်ထမ်းများအား ရောဂါပိုးရှိသူနှင့် မထိတွေ့ခင် သို့မဟုတ် ထိတွေ့ပြီးနောက် ကျောက်ကြီး ရောဂါကာကွယ်ဆေး (Small Pox)ကို ထိုးနှံထားကြရန် အကြံပြုတိုက်တွန်းထားသည်။ ထို့ပြင် အမေရိကန် ပြည်ထောင်စုအပါအဝင် တိုးတက်ဖွံ့ဖြိုးပြီးသော အနောက်နိုင်ငံတချို့၌ ကာကွယ်ဆေးကို အများပြည်သူတို့တွင်လည်း ထိုးနှံနေကြကြောင်း လေ့လာသိရှိရသည်။,https://www.moi.gov.mm/article/60591
မျောက်ကျောက်ရောဂါအနှစ်ချုပ်,အချုပ်ဆိုရသော် ကမ္ဘာကြီးသည် အကျပ်အတည်းပေါင်းများစွာနှင့် ရင်ဆိုင်ခဲ့ရသော်လည်း နောက်ပိုင်းတွင် နိုင်ငံအသီးသီး၏ ပူးပေါင်းဆောင်ရွက်မှုများဖြင့် ကျော်လွှားနိုင်ခဲ့သည်။ လက်ရှိတွင်လည်း ကိုဗစ်ကပ်ရောဂါနှင့် အသားကျနေပြီဖြစ်သော ကမ္ဘာကြီးသည် မျောက်ကျောက်ရောဂါကို အလိုက်သင့် ခုခံနိုင်မည်သာဖြစ်သည်။ သို့သော် ယခု တစ်ကျော့ပြန် အလေးထားနေရသော ရောဂါအခြေအနေကို ထိန်းချုပ်ရန် အခွင့်အလမ်းများရှိနေသဖြင့် စိုးရိမ်စရာမရှိဟု WHO က ဆိုထားသော်လည်း ကူးစက်ရောဂါဆိုင်ရာ ကျွမ်းကျင်သူအချို့က အဆိုပါဗိုင်းရပ်စ်သည် ယခင်ကမတွေ့ရှိခဲ့သော နိုင်ငံများ၌ အမြစ်တွယ်သွားမည်ကို စိုးရိမ်နေကြသည်။ သို့ဖြစ်ရာ အများပြည်သူတို့အနေဖြင့် မျောက်ကျောက် ရောဂါနှင့်ပတ်သက်သည့် ဆောင်ရန်၊ ရှောင်ရန်အချက်အလက်များကို အလေးထားလိုက်နာ၍ သတိပြုရမည်ဖြစ်ပါကြောင်း ရေးသားလိုက်ရပါသည်။,https://www.moi.gov.mm/article/60592
နိုင်ငံတကာကျန်းမာရေး အရေးပေါ်အခြအနေဖြစ်လာသည့် မျောက်ကျောက် အကြောင်းပြောပြပါ။,"မျောက်ကျောက်ရောဂါသည် နိုင်ငံတကာသို့ ကူးစက်ပျံ့နှံ့နိုင်သည့် အလားအလာများ ဖြစ်ပေါ်နေခြင်းကြောင့် နိုင်ငံတကာကျန်းမာရေးအရေးပေါ်အခြေအနေအဖြစ် ကမ္ဘာ့ကျန်းမာရေးအဖွဲ့က ဩဂုတ် ၁၄ ရက်တွင် ကြေညာလိုက်သည်။ ၂၀၂၂ ခုနှစ်အတွင်းကလည်း မျောက်ကျောက်ရောဂါကို အရေးပေါ်အခြေအနေအဖြစ် ကမ္ဘာ့ကျန်းမာရေးအဖွဲ့က ကြေညာခဲ့ပြီး တစ်နှစ်ခန့်အကြာတွင် ပြီးဆုံးသွားခဲ့သော်လည်း ယခုအကြိမ်တွင် မျောက်ကျောက်ရောဂါသည် ပိုမိုပြင်းထန်သည့်ပုံစံဖြင့် တစ်ကျော့ပြန်ပေါ်ထွက်လာခြင်းဖြစ်သည်။

မျောက်များတွင် စတင်တွေ့ရှိခြင်းကြောင့် မျောက်ကျောက်ရောဂါဟု အမည်တွင်ခဲ့သည့် အဆိုပါရောဂါသည် မည်သူမဆို ဖြစ်ပွားနိုင်သလို အခြားသူကိုလည်း ကူးစက်နိုင်သည်။ ရောဂါလက္ခဏာခံစားနေရသူနှင့် အရေပြားချင်းထိတွေ့ခြင်း၊ မျက်နှာချင်းဆိုင် အနီးကပ်တွေ့ဆုံခြင်း၊ ပါးစပ်မှတစ်ဆင့် အရေပြားကို ထိတွေ့ခြင်း၊ ရောဂါပိုးကပ်ငြိနေသည့်အိပ်ရာ၊ မျက်နှာသုတ်ပုဝါ၊ အဝတ်အစား သို့မဟုတ် အရာဝတ္ထုများကို ထိတွေ့ခြင်းစသော အနီးကပ်ထိတွေ့မှုများက မျောက်ကျောက်ရောဂါကူးစက်ခံရနိုင်ကြောင်း ကမ္ဘာ့ကျန်းမာရေးအဖွဲ့က ထုတ်ပြန်ထားသည်။ မျောက်ကျောက်ရောဂါ နှစ်မျိုးနှစ်စားရှိရာတွင် ၂၀၂၂ ခုနှစ်က နိုင်ငံ တကာအရေးပေါ်အခြေအနေအဖြစ် ကြေညာခဲ့သည့် မျောက်ကျောက်ရောဂါသည် အပြင်းစားမဟုတ်သည့်အမျိုးအစားဖြစ်ပြီး ယခုဖြစ်သည့်အမျိုးအစားမှာ ပိုမိုပြင်းထန်ကြောင်း၊ ရောဂါပိုး၏ မျိုးဗီဇပြောင်းလဲမှုလည်း ဖြစ်ပေါ်နေပြီး ကူးစက်မှုလည်း မြန်ဆန်ကြောင်း နိုင်ငံတကာသတင်းများတွင် တွေ့ရှိရသည်။

မျောက်ကျောက်ရောဂါလက္ခဏာများမှာ မျက်နှာ၊ လက်၊ ခြေ၊ ပါးစပ်နှင့် လိင်အင်္ဂါများတွင် အနီကွက်များနှင့်အတူ အရည် ကြည်ဖုများ ပေါက်ခြင်း၊ ဖျားခြင်း၊ ပြန်ရည်အိတ် (Lymph node) များ ရောင်ရမ်းခြင်း၊ ခေါင်းကိုက်ခြင်း၊ ကြွက်သားနှင့် နောက်ကျောနာကျင်ကိုက်ခဲခြင်း၊ အားအင်ကုန်ခန်းခြင်းတို့ဖြစ်ပြီး ကူးစက်မှု၏ ၄ ရာခိုင်နှုန်း သေဆုံးနိုင်ခြေရှိနေသည်ဟု သိရသည်။ ယခုနှစ်စပိုင်းအတွင်း အာဖရိကနိုင်ငံတစ်နိုင်ငံဖြစ်သည့် ကွန်ဂိုသမ္မတနိုင်ငံတွင် မျောက်ကျောက်ကူးစက်မှု ၁၃၇၀၀ ကျော်ရှိခဲ့ပြီး သေဆုံးသူမှာလည်း အနည်းဆုံး ၄၅၀ ခန့်ရှိခဲ့ကြောင်း၊ ဗဟိုအာဖရိက၊ ဘူရွန်ဒီ၊ ကင်ညာ၊ ရဝမ်ဒါနှင့် အခြားအာဖရိကနိုင်ငံ များတွင်လည်း မျောက်ကျောက်ကူးစက်မှုတွေ့ရကြောင်း သတင်းများအရ သိရှိရသည်။

၂၀၂၂ ခုနှစ် နှစ်လယ်ပိုင်းတွင် ဥရောပနှင့် အာရှနိုင်ငံများအပါအဝင် ကမ္ဘာ့နိုင်ငံပေါင်း ၁၀၀ ခန့်တွင် မျောက်ကျောက်ရောဂါ ကူးစက်မှုပေါင်း ၈၇၀၀၀ ကျော်ရှိခဲ့ပြီး သေဆုံးသူ ၁၄၀ ရှိခဲ့သည်။ ကိုဗစ်-၁၉ ကပ်ရောဂါကူးစက်ပျံ့နှံ့မှု အရှိန်လျော့ကျသွားပြီး တစ်ကမ္ဘာလုံး၌ ထိန်းချုပ်နိုင်သည့်အခြေအနေသို့ ရောက်ရှိချိန်တွင် ယခုမျောက်ကျောက်ရောဂါကို နိုင်ငံတကာကျန်းမာရေးအရေးပေါ်အခြေအနေ ကြေညာလာခဲ့ခြင်းဖြစ်သည်။ နိုင်ငံတကာတွင် ကူးသန်းသွားလာမှုများ ပုံမှန်အခြေအနေသို့ ပြန်လည်ရောက်ရှိလာချိန်ဖြစ်သည့်အတွက် နိုင်ငံအဝင်အထွက် လေဆိပ်၊ ရေဆိပ်၊ နယ်စပ်ဂိတ်များတွင် စစ်ဆေးမှုများ အလေးထားပြုလုပ်ဆောင်ရွက်ပြီး မိမိနိုင်ငံအတွင်း ရောဂါဝင်ရောက်ကူးစက်ပျံ့နှံ့မှု ဖြစ်ပေါ်မလာစေရန် ကြိုတင်ကာကွယ်မှုများ ပြုလုပ်လာကြမည်ဖြစ်သကဲ့သို့ မိမိတို့နိုင်ငံတွင်လည်း ဆောင်ရွက်လာရမည့်အနေ အထားပင် ဖြစ်သည်။

မျောက်ကျောက်‌ရောဂါသည် မျိုးဗီဇပြောင်းလဲမှုဖြစ်ပေါ်နေသည့်အတွက် ရောဂါဆိုင်ရာအချက်အလက်များမှာ ပြောင်းလဲနေမည်ဖြစ်ရာ အချိန်နှင့်တစ်ပြေးညီ သိရှိနိုင်ရေးအတွက် မျက်ခြည်မပြတ် စောင့်ကြည့်နေရမည်ဖြစ်သည်။ ပြည်သူများအနေဖြင့်မူ မျောက်ကျောက်ရောဂါ၏ သဘောသဘာဝကို သိနားလည်ပြီး အနီးကပ်ထိတွေ့မှုမှ ကူးစက်ခြင်းကို ကာကွယ်နိုင်မည့်နည်းလမ်းများဖြင့် တစ်ကိုယ်ရေကျန်းမာရေးကို စောင့်ရှောက်ကြရပါမည့်အကြောင်း။ ။",https://myanmar.gov.mm/en/news-media/-/asset_publisher/Jb7SCMXVsWI1/content/%25E1%2580%2594%25E1%2580%25AD%25E1%2580%25AF%25E1%2580%2584%25E1%2580%25BA%25E1%2580%2584%25E1%2580%25B6%25E1%2580%2590%25E1%2580%2580%25E1%2580%25AC%25E1%2580%2580%25E1%2580%25BB%25E1%2580%2594%25E1%2580%25BA%25E1%2580%25B8%25E1%2580%2599%25E1%2580?_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_Jb7SCMXVsWI1_redirect=https%3A%2F%2Fmyanmar.gov.mm%2Fen%2Fnews-media%3Fp_p_id%3Dcom_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_Jb7SCMXVsWI1%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_Jb7SCMXVsWI1_cur%3D0%26p_r_p_resetCur%3Dfalse%26_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_Jb7SCMXVsWI1_assetEntryId%3D363364888
မျောက်ကျောက်ရောဂါ ကူးစက်ခံရနိုင်ခြေကို ဘယ်လိုလျှော့ချနိုင်သလဲ?,သံသယ သို့မဟုတ် အတည်ပြု မျောက်ကျောက်ရောဂါဖြစ်ပွားနေသူများနှင့် ကိုင်တွယ်ထိတွေ့မှုကို ကန့်သတ်ခြင်းဖြင့် ကူးစက်ခံရနိုင်ခြေကို လျှော့ချနိုင်ပါသည်။ ,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါလူနာကို ကိုင်တွယ်ရာတွင် ဘာတွေလုပ်ဆောင်သင့်သလဲ?,ရောဂါဖြစ်ပွားနေသူကို သီးခြားနေထိုင်စေခြင်း၊ အရေပြားအဖုအပိန့်များကို ဖုံးအုပ်ခြင်း၊ နှာခေါင်းစည်း (Mask) တပ်ဆင်စေခြင်း၊ အရေပြားခြင်း ထိတွေ့ခြင်းကို ရှောင်ကြဉ်ခြင်း၊ လိုအပ်ပါက တစ်ခါသုံး လက်အိတ်များ အသုံးပြုခြင်းတို့ကို လုပ်ဆောင်သင့်သည်။,Annotated by Min Si Thu
မျောက်ကျောက်ရောဂါလူနာနှင့် ထိတွေ့ပြီးနောက် လက်ကို ဘယ်လိုသန့်စင်သင့်သလဲ?,လက်ကို ရေနှင့်ဆပ်ပြာ သို့မဟုတ် အယ်ကိုဟောပါဝင်သည့် လက်သန့်ဆေးရည်ဖြင့် ပုံမှန်ဆေးကြောသင့်သည်။,Annotated by Min Si Thu
လူနာ၏ အသုံးအဆောင်ပစ္စည်းများကို ဘယ်လိုသန့်ရှင်းရမလဲ?,လူနာ၏ အဝတ်အစား၊ မျက်နာသုတ်ပုဝါ၊ အိပ်ယာခင်း နှင့် စားသောက်သည့်အခါ သုံးစွဲသည့် အသုံးအဆောင်များ၊ ပစ္စည်းများကို ရေနွေး၊ ဆပ်ပြာတို့ဖြင့် လျှော်ဖွတ်သင့်သည်။,Annotated by Min Si Thu
